Couleur,Mouvement source,Mouvement destination,Status
B,E3,E4,OK
R,D6,D5,OK
B,D2,C3,OK
R,D7,D6,OK
B,E2,D3,OK
R,C7,D7,OK
B,G4,F5,OK
R,B7,C7,OK
B,D1,C2,OK
R,A7,B7,OK
B,F5,E6,OK
R,B,B3,EXT_BOARD
R,B4,B3,OK
B,F2,E3,OK
R,B5,B4,OK
B,G3,G4,OK
R,B6,B5,OK
B,F4,E5,OK
R,B7,B6,OK
B,E3,D4,OK
R,B5,C4,OK
B,G1,F2,OK
R,A6,B5,OK
B,*G4,F4,EXT_BOARD
Victoire : R (11 coups)
