Couleur,Mouvement source,Mouvement destination,Status
B,F4,F5,OK
R,D6,E6,OK
B,G4,F4,OK
R,B4,C3,OK
B,G3,G4,OK
R,C5,D4,OK
B,F5,G8,EXT_BOARD
B,F5,E5,OK
R,G2,G3,BAD_COLOR
R,B6,C5,OK
B,G2,G3,OK
R,A7,B6,OK
B,G1,G2,OK
R,G4,F5,BAD_COLOR
R,D7,D6,OK
B,G4,F5,OK
R,C7,D7,OK
B,G3,G4,OK
R,D6,D5,OK
B,G2,G3,OK
R,D7,D6,OK
B,E3,E4,OK
R,B7,C7,OK
B,F2,E3,OK
R,C7,D7,OK
B,E2,D3,OK
R,B5,C4,OK
B,F1,E2,OK
R,A4,B3,OK
B,D2,C2,OK
R,A5,B4,OK
B,E1,D2,OK
R,A6,A5,OK
Victoire : B (15 coups)
