Couleur,Mouvement source,Mouvement destination,Status
B,D2,C2,OK
R,B4,B3,OK
B,E2,D3,OK
R,C5,D4,OK
B,G4,F5,OK
R,C6,D5,OK
B,F4,E4,OK
R,B5,C4,OK
B,F3,F4,OK
R,B6,C6,OK
B,F4,E5,OK
R,B7,B6,OK
B,G3,G4,OK
R,C6,C5,OK
B,F2,E2,OK
R,B6,B5,OK
B,G4,F4,OK
R,A7,B7,OK
B,G2,F3,OK
R,A5,B4,OK
B,F1,F2,OK
R,A6,B6,OK
B,C2,C3,OK
R,C7,C6,OK
B,D1,D2,OK
R,B7,C7,OK
B,F5,E6,OK
R,B3,C2,OK
B,G1,G2,OK
R,B4,B3,OK
B,G2,G3,OK
R,A4,B4,OK
B,G3,G4,OK
R,C2,D1,OK
B,D2,C2,OK
Victoire : R (17 coups)
