Couleur,Mouvement source,Mouvement destination,Status
B,E2,D3,OK
R,D6,E6,OK
B,F4,F5,OK
R,B4,B3,OK
B,G3,F4,OK
R,C6,D5,OK
B,E3,E4,OK
R,D5,D4,OK
B,D3,C3,OK
R,B5,B4,OK
B,F2,E2,OK
R,C7,D6,OK
B,E2,D3,OK
R,D4,E3,OK
B,F1,E2,OK
R,E3,F2,OK
B,D1,C2,OK
R,B7,C7,OK
B,E2,E3,OK
R,A5,B5,OK
B,F4,E5,OK
R,A6,A5,OK
B,D3,C4,OK
R,F2,F1,OK
B,G1,F2,OK
R,C7,C6,OK
B,E4,D4,OK
R,A7,A6,OK
B,G4,F4,OK
R,F1,G1,OK
B,G2,G3,OK
R,C5,D5,OK
B,F4,E4,OK
R,B6,C5,OK
B,G3,G4,OK
R,A6,B6,OK
B,G4,F4,OK
Victoire : R (18 coups)
