Couleur,Mouvement source,Mouvement destination,Status
B,F4,F5,OK
R,B4,B3,OK
B,G4,F4,OK
R,A4,B4,OK
B,F4,E4,OK
R,C6,D5,OK
B,D2,C2,OK
R,D6,E5,OK
B,C2,C3,OK
R,B5,C4,OK
B,F3,F4,OK
R,D7,E6,OK
B,G3,G4,OK
R,B7,C6,OK
B,E2,D3,OK
R,C6,D6,OK
B,E1,E2,OK
R,A7,B7,OK
B,G2,F3,OK
R,A6,B5,OK
B,E2,D2,OK
R,C7,C6,OK
B,F1,E1,OK
R,B7,C7,OK
B,E1,E2,OK
R,B3,C2,OK
B,D3,D4,OK
R,B4,B3,OK
B,E3,D3,OK
R,A5,B4,OK
B,G1,F1,OK
R,C7,D7,OK
B,F3,E3,OK
Victoire : R (16 coups)
